location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Hauptstraße (Süd), Erlangen;2024-01-25 18:00:00 +0100;Thursday;1132;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-25 19:00:00 +0100;Thursday;851;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-25 20:00:00 +0100;Thursday;476;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-25 21:00:00 +0100;Thursday;424;3;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-25 22:00:00 +0100;Thursday;341;4;rain;
Hauptstraße (Süd), Erlangen;2024-01-25 23:00:00 +0100;Thursday;162;4;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 00:00:00 +0100;Friday;107;3;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-26 01:00:00 +0100;Friday;53;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-26 02:00:00 +0100;Friday;23;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-26 03:00:00 +0100;Friday;25;4;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 04:00:00 +0100;Friday;22;4;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 05:00:00 +0100;Friday;68;5;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 06:00:00 +0100;Friday;144;5;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 07:00:00 +0100;Friday;348;6;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 08:00:00 +0100;Friday;486;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-26 09:00:00 +0100;Friday;624;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-26 10:00:00 +0100;Friday;801;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-26 11:00:00 +0100;Friday;1015;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-26 12:00:00 +0100;Friday;888;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-26 13:00:00 +0100;Friday;583;9;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 14:00:00 +0100;Friday;792;9;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 15:00:00 +0100;Friday;873;10;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 16:00:00 +0100;Friday;933;10;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 17:00:00 +0100;Friday;880;10;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 18:00:00 +0100;Friday;1050;9;rain;
Hauptstraße (Süd), Erlangen;2024-01-26 19:00:00 +0100;Friday;808;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-26 20:00:00 +0100;Friday;643;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-26 21:00:00 +0100;Friday;445;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-26 22:00:00 +0100;Friday;516;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-26 23:00:00 +0100;Friday;361;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-27 00:00:00 +0100;Saturday;332;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-27 01:00:00 +0100;Saturday;206;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-27 02:00:00 +0100;Saturday;180;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 03:00:00 +0100;Saturday;103;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 04:00:00 +0100;Saturday;52;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 05:00:00 +0100;Saturday;69;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 06:00:00 +0100;Saturday;41;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 07:00:00 +0100;Saturday;89;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 08:00:00 +0100;Saturday;222;0;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 09:00:00 +0100;Saturday;581;0;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 10:00:00 +0100;Saturday;1284;2;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 11:00:00 +0100;Saturday;1963;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 12:00:00 +0100;Saturday;2210;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 13:00:00 +0100;Saturday;2701;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-27 14:00:00 +0100;Saturday;2652;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-27 15:00:00 +0100;Saturday;2583;6;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 16:00:00 +0100;Saturday;2246;7;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 17:00:00 +0100;Saturday;1617;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-27 18:00:00 +0100;Saturday;1160;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 19:00:00 +0100;Saturday;911;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 20:00:00 +0100;Saturday;634;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 21:00:00 +0100;Saturday;441;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 22:00:00 +0100;Saturday;519;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-27 23:00:00 +0100;Saturday;361;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 00:00:00 +0100;Sunday;314;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 01:00:00 +0100;Sunday;311;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 02:00:00 +0100;Sunday;165;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 03:00:00 +0100;Sunday;74;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 04:00:00 +0100;Sunday;66;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 05:00:00 +0100;Sunday;54;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 06:00:00 +0100;Sunday;40;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 07:00:00 +0100;Sunday;34;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 08:00:00 +0100;Sunday;49;-3;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 09:00:00 +0100;Sunday;169;-2;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 10:00:00 +0100;Sunday;303;2;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 11:00:00 +0100;Sunday;377;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 12:00:00 +0100;Sunday;561;6;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 13:00:00 +0100;Sunday;908;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 14:00:00 +0100;Sunday;1248;10;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 15:00:00 +0100;Sunday;1312;10;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 16:00:00 +0100;Sunday;1194;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 17:00:00 +0100;Sunday;801;6;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-28 18:00:00 +0100;Sunday;585;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 19:00:00 +0100;Sunday;436;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 20:00:00 +0100;Sunday;336;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 21:00:00 +0100;Sunday;194;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 22:00:00 +0100;Sunday;157;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-28 23:00:00 +0100;Sunday;63;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 00:00:00 +0100;Monday;37;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 01:00:00 +0100;Monday;11;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 02:00:00 +0100;Monday;14;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 03:00:00 +0100;Monday;10;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 04:00:00 +0100;Monday;12;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 05:00:00 +0100;Monday;40;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 06:00:00 +0100;Monday;110;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 07:00:00 +0100;Monday;372;-3;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 08:00:00 +0100;Monday;500;-2;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 09:00:00 +0100;Monday;606;0;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 10:00:00 +0100;Monday;824;3;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 11:00:00 +0100;Monday;989;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 12:00:00 +0100;Monday;1181;7;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 13:00:00 +0100;Monday;1169;8;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 14:00:00 +0100;Monday;1169;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 15:00:00 +0100;Monday;1262;10;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 16:00:00 +0100;Monday;1249;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 17:00:00 +0100;Monday;1236;6;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-29 18:00:00 +0100;Monday;965;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 19:00:00 +0100;Monday;704;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-29 20:00:00 +0100;Monday;382;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 21:00:00 +0100;Monday;295;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-29 22:00:00 +0100;Monday;217;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-29 23:00:00 +0100;Monday;150;1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 00:00:00 +0100;Tuesday;53;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 01:00:00 +0100;Tuesday;29;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-30 02:00:00 +0100;Tuesday;54;-2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 03:00:00 +0100;Tuesday;16;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 04:00:00 +0100;Tuesday;23;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 05:00:00 +0100;Tuesday;57;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 06:00:00 +0100;Tuesday;127;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 07:00:00 +0100;Tuesday;424;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 08:00:00 +0100;Tuesday;507;-1;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-30 09:00:00 +0100;Tuesday;599;0;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-30 10:00:00 +0100;Tuesday;822;2;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-30 11:00:00 +0100;Tuesday;958;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-30 12:00:00 +0100;Tuesday;1168;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-30 13:00:00 +0100;Tuesday;1090;7;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-30 14:00:00 +0100;Tuesday;1164;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-30 15:00:00 +0100;Tuesday;1162;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-30 16:00:00 +0100;Tuesday;1278;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-30 17:00:00 +0100;Tuesday;1237;7;clear-day;
Hauptstraße (Süd), Erlangen;2024-01-30 18:00:00 +0100;Tuesday;1094;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-30 19:00:00 +0100;Tuesday;884;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-30 20:00:00 +0100;Tuesday;456;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-01-30 21:00:00 +0100;Tuesday;378;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 22:00:00 +0100;Tuesday;286;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-30 23:00:00 +0100;Tuesday;173;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 00:00:00 +0100;Wednesday;73;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 01:00:00 +0100;Wednesday;15;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 02:00:00 +0100;Wednesday;18;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-31 03:00:00 +0100;Wednesday;26;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 04:00:00 +0100;Wednesday;17;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 05:00:00 +0100;Wednesday;61;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 06:00:00 +0100;Wednesday;123;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 07:00:00 +0100;Wednesday;423;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 08:00:00 +0100;Wednesday;573;5;rain;
Hauptstraße (Süd), Erlangen;2024-01-31 09:00:00 +0100;Wednesday;597;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 10:00:00 +0100;Wednesday;795;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 11:00:00 +0100;Wednesday;909;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 12:00:00 +0100;Wednesday;1154;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 13:00:00 +0100;Wednesday;1077;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 14:00:00 +0100;Wednesday;1121;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 15:00:00 +0100;Wednesday;1184;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 16:00:00 +0100;Wednesday;1274;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-01-31 17:00:00 +0100;Wednesday;1289;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 18:00:00 +0100;Wednesday;1064;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 19:00:00 +0100;Wednesday;843;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 20:00:00 +0100;Wednesday;481;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 21:00:00 +0100;Wednesday;374;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-01-31 22:00:00 +0100;Wednesday;278;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-01-31 23:00:00 +0100;Wednesday;147;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 00:00:00 +0100;Thursday;73;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 01:00:00 +0100;Thursday;16;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 02:00:00 +0100;Thursday;17;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 03:00:00 +0100;Thursday;16;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 04:00:00 +0100;Thursday;20;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 05:00:00 +0100;Thursday;48;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 06:00:00 +0100;Thursday;81;7;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 07:00:00 +0100;Thursday;310;7;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 08:00:00 +0100;Thursday;352;6;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 09:00:00 +0100;Thursday;441;6;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 10:00:00 +0100;Thursday;594;7;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 11:00:00 +0100;Thursday;932;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 12:00:00 +0100;Thursday;1048;7;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 13:00:00 +0100;Thursday;1146;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 14:00:00 +0100;Thursday;1168;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 15:00:00 +0100;Thursday;1325;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 16:00:00 +0100;Thursday;1462;9;rain;
Hauptstraße (Süd), Erlangen;2024-02-01 17:00:00 +0100;Thursday;1514;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-01 18:00:00 +0100;Thursday;1168;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 19:00:00 +0100;Thursday;844;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 20:00:00 +0100;Thursday;561;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 21:00:00 +0100;Thursday;438;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 22:00:00 +0100;Thursday;298;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-01 23:00:00 +0100;Thursday;245;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-02 00:00:00 +0100;Friday;182;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-02 01:00:00 +0100;Friday;46;2;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 02:00:00 +0100;Friday;74;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-02 03:00:00 +0100;Friday;55;0;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 04:00:00 +0100;Friday;26;0;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 05:00:00 +0100;Friday;68;0;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 06:00:00 +0100;Friday;165;0;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-02 07:00:00 +0100;Friday;399;1;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 08:00:00 +0100;Friday;545;2;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 09:00:00 +0100;Friday;629;3;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 10:00:00 +0100;Friday;924;4;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 11:00:00 +0100;Friday;1188;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 12:00:00 +0100;Friday;1128;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 13:00:00 +0100;Friday;1296;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 14:00:00 +0100;Friday;1368;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 15:00:00 +0100;Friday;1439;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 16:00:00 +0100;Friday;1675;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-02 17:00:00 +0100;Friday;1546;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 18:00:00 +0100;Friday;1362;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-02 19:00:00 +0100;Friday;1045;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-02 20:00:00 +0100;Friday;761;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-02 21:00:00 +0100;Friday;651;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-02 22:00:00 +0100;Friday;531;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-02 23:00:00 +0100;Friday;472;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 00:00:00 +0100;Saturday;377;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 01:00:00 +0100;Saturday;236;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 02:00:00 +0100;Saturday;171;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 03:00:00 +0100;Saturday;103;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 04:00:00 +0100;Saturday;75;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 05:00:00 +0100;Saturday;69;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 06:00:00 +0100;Saturday;47;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-03 07:00:00 +0100;Saturday;88;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-03 08:00:00 +0100;Saturday;291;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 09:00:00 +0100;Saturday;588;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-03 10:00:00 +0100;Saturday;1263;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 11:00:00 +0100;Saturday;1882;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 12:00:00 +0100;Saturday;2122;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 13:00:00 +0100;Saturday;2218;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 14:00:00 +0100;Saturday;2407;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 15:00:00 +0100;Saturday;2367;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 16:00:00 +0100;Saturday;2055;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 17:00:00 +0100;Saturday;1563;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 18:00:00 +0100;Saturday;1252;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 19:00:00 +0100;Saturday;1063;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 20:00:00 +0100;Saturday;758;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 21:00:00 +0100;Saturday;623;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-03 22:00:00 +0100;Saturday;469;7;rain;
Hauptstraße (Süd), Erlangen;2024-02-03 23:00:00 +0100;Saturday;474;8;rain;
Hauptstraße (Süd), Erlangen;2024-02-04 00:00:00 +0100;Sunday;525;8;rain;
Hauptstraße (Süd), Erlangen;2024-02-04 01:00:00 +0100;Sunday;324;8;rain;
Hauptstraße (Süd), Erlangen;2024-02-04 02:00:00 +0100;Sunday;213;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-04 03:00:00 +0100;Sunday;122;8;rain;
Hauptstraße (Süd), Erlangen;2024-02-04 04:00:00 +0100;Sunday;93;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 05:00:00 +0100;Sunday;77;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 06:00:00 +0100;Sunday;20;7;rain;
Hauptstraße (Süd), Erlangen;2024-02-04 07:00:00 +0100;Sunday;52;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-04 08:00:00 +0100;Sunday;63;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-04 09:00:00 +0100;Sunday;183;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 10:00:00 +0100;Sunday;264;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 11:00:00 +0100;Sunday;452;9;rain;
Hauptstraße (Süd), Erlangen;2024-02-04 12:00:00 +0100;Sunday;645;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 13:00:00 +0100;Sunday;834;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-04 14:00:00 +0100;Sunday;1088;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 15:00:00 +0100;Sunday;1145;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 16:00:00 +0100;Sunday;1002;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 17:00:00 +0100;Sunday;775;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-04 18:00:00 +0100;Sunday;498;9;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-04 19:00:00 +0100;Sunday;460;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 20:00:00 +0100;Sunday;321;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 21:00:00 +0100;Sunday;271;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 22:00:00 +0100;Sunday;227;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-04 23:00:00 +0100;Sunday;88;9;rain;
Hauptstraße (Süd), Erlangen;2024-02-05 00:00:00 +0100;Monday;44;8;rain;
Hauptstraße (Süd), Erlangen;2024-02-05 01:00:00 +0100;Monday;8;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-05 02:00:00 +0100;Monday;19;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-05 03:00:00 +0100;Monday;9;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-05 04:00:00 +0100;Monday;15;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-05 05:00:00 +0100;Monday;57;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-05 06:00:00 +0100;Monday;116;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-05 07:00:00 +0100;Monday;432;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-05 08:00:00 +0100;Monday;579;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 09:00:00 +0100;Monday;632;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 10:00:00 +0100;Monday;839;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-02-05 11:00:00 +0100;Monday;1005;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 12:00:00 +0100;Monday;1325;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 13:00:00 +0100;Monday;1350;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 14:00:00 +0100;Monday;1303;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 15:00:00 +0100;Monday;1517;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-02-05 16:00:00 +0100;Monday;1535;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-02-05 17:00:00 +0100;Monday;1411;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-02-05 18:00:00 +0100;Monday;1166;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-05 19:00:00 +0100;Monday;755;9;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-05 20:00:00 +0100;Monday;405;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-05 21:00:00 +0100;Monday;297;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-02-05 22:00:00 +0100;Monday;365;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-05 23:00:00 +0100;Monday;117;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-02-06 00:00:00 +0100;Tuesday;42;3;partly-cloudy-night;
