location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Hauptstraße (Süd), Erlangen;2024-03-02 12:00:00 +0100;Saturday;2300;12;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-02 13:00:00 +0100;Saturday;2282;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-02 14:00:00 +0100;Saturday;2316;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-02 15:00:00 +0100;Saturday;2691;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-02 16:00:00 +0100;Saturday;2542;13;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-02 17:00:00 +0100;Saturday;2009;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-02 18:00:00 +0100;Saturday;1532;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-02 19:00:00 +0100;Saturday;1254;8;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-02 20:00:00 +0100;Saturday;854;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-02 21:00:00 +0100;Saturday;709;8;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-02 22:00:00 +0100;Saturday;659;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-02 23:00:00 +0100;Saturday;570;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 00:00:00 +0100;Sunday;472;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-03 01:00:00 +0100;Sunday;347;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 02:00:00 +0100;Sunday;213;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-03 03:00:00 +0100;Sunday;190;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 04:00:00 +0100;Sunday;93;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 05:00:00 +0100;Sunday;59;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 06:00:00 +0100;Sunday;24;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 07:00:00 +0100;Sunday;27;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 08:00:00 +0100;Sunday;75;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 09:00:00 +0100;Sunday;221;6;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 10:00:00 +0100;Sunday;314;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 11:00:00 +0100;Sunday;568;12;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 12:00:00 +0100;Sunday;916;13;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 13:00:00 +0100;Sunday;1412;15;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 14:00:00 +0100;Sunday;1919;15;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 15:00:00 +0100;Sunday;2046;16;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 16:00:00 +0100;Sunday;1560;15;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 17:00:00 +0100;Sunday;1300;15;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 18:00:00 +0100;Sunday;778;14;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-03 19:00:00 +0100;Sunday;568;11;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 20:00:00 +0100;Sunday;420;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 21:00:00 +0100;Sunday;219;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 22:00:00 +0100;Sunday;142;9;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-03 23:00:00 +0100;Sunday;87;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 00:00:00 +0100;Monday;27;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 01:00:00 +0100;Monday;15;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-04 02:00:00 +0100;Monday;4;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-04 03:00:00 +0100;Monday;5;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-04 04:00:00 +0100;Monday;15;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-04 05:00:00 +0100;Monday;66;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-04 06:00:00 +0100;Monday;152;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-04 07:00:00 +0100;Monday;454;1;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-04 08:00:00 +0100;Monday;581;1;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-04 09:00:00 +0100;Monday;622;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-04 10:00:00 +0100;Monday;865;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-04 11:00:00 +0100;Monday;952;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 12:00:00 +0100;Monday;1046;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 13:00:00 +0100;Monday;1001;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 14:00:00 +0100;Monday;1003;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 15:00:00 +0100;Monday;1096;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 16:00:00 +0100;Monday;1094;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 17:00:00 +0100;Monday;1151;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 18:00:00 +0100;Monday;972;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 19:00:00 +0100;Monday;754;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 20:00:00 +0100;Monday;363;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 21:00:00 +0100;Monday;286;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-04 22:00:00 +0100;Monday;228;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-04 23:00:00 +0100;Monday;137;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-05 00:00:00 +0100;Tuesday;48;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-05 01:00:00 +0100;Tuesday;22;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 02:00:00 +0100;Tuesday;10;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 03:00:00 +0100;Tuesday;20;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 04:00:00 +0100;Tuesday;32;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 05:00:00 +0100;Tuesday;111;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-05 06:00:00 +0100;Tuesday;122;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-05 07:00:00 +0100;Tuesday;426;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-05 08:00:00 +0100;Tuesday;522;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-05 09:00:00 +0100;Tuesday;693;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 10:00:00 +0100;Tuesday;854;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 11:00:00 +0100;Tuesday;968;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-05 12:00:00 +0100;Tuesday;1105;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-05 13:00:00 +0100;Tuesday;965;10;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 14:00:00 +0100;Tuesday;1005;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-05 15:00:00 +0100;Tuesday;1120;10;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 16:00:00 +0100;Tuesday;681;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 17:00:00 +0100;Tuesday;850;8;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 18:00:00 +0100;Tuesday;914;8;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 19:00:00 +0100;Tuesday;739;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-05 20:00:00 +0100;Tuesday;478;7;rain;
Hauptstraße (Süd), Erlangen;2024-03-05 21:00:00 +0100;Tuesday;340;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 22:00:00 +0100;Tuesday;237;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-05 23:00:00 +0100;Tuesday;222;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-06 00:00:00 +0100;Wednesday;80;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 01:00:00 +0100;Wednesday;28;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 02:00:00 +0100;Wednesday;19;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 03:00:00 +0100;Wednesday;28;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-06 04:00:00 +0100;Wednesday;23;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-06 05:00:00 +0100;Wednesday;55;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-06 06:00:00 +0100;Wednesday;127;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 07:00:00 +0100;Wednesday;437;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-06 08:00:00 +0100;Wednesday;542;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 09:00:00 +0100;Wednesday;568;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-06 10:00:00 +0100;Wednesday;749;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-06 11:00:00 +0100;Wednesday;924;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-06 12:00:00 +0100;Wednesday;1037;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-06 13:00:00 +0100;Wednesday;976;10;rain;
Hauptstraße (Süd), Erlangen;2024-03-06 14:00:00 +0100;Wednesday;998;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 15:00:00 +0100;Wednesday;1057;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 16:00:00 +0100;Wednesday;1203;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 17:00:00 +0100;Wednesday;1147;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-06 18:00:00 +0100;Wednesday;1065;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-06 19:00:00 +0100;Wednesday;797;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-06 20:00:00 +0100;Wednesday;420;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-06 21:00:00 +0100;Wednesday;368;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-06 22:00:00 +0100;Wednesday;276;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-06 23:00:00 +0100;Wednesday;175;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-07 00:00:00 +0100;Thursday;77;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-07 01:00:00 +0100;Thursday;23;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-07 02:00:00 +0100;Thursday;16;0;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-07 03:00:00 +0100;Thursday;5;1;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 04:00:00 +0100;Thursday;8;2;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 05:00:00 +0100;Thursday;54;2;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 06:00:00 +0100;Thursday;112;0;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-07 07:00:00 +0100;Thursday;474;0;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 08:00:00 +0100;Thursday;535;1;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-07 09:00:00 +0100;Thursday;605;4;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-07 10:00:00 +0100;Thursday;835;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-07 11:00:00 +0100;Thursday;915;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-07 12:00:00 +0100;Thursday;1189;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-07 13:00:00 +0100;Thursday;1079;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 14:00:00 +0100;Thursday;1072;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 15:00:00 +0100;Thursday;1109;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 16:00:00 +0100;Thursday;1199;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 17:00:00 +0100;Thursday;1308;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 18:00:00 +0100;Thursday;1021;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 19:00:00 +0100;Thursday;756;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 20:00:00 +0100;Thursday;433;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 21:00:00 +0100;Thursday;348;3;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-07 22:00:00 +0100;Thursday;307;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-07 23:00:00 +0100;Thursday;173;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-08 00:00:00 +0100;Friday;110;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 01:00:00 +0100;Friday;52;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 02:00:00 +0100;Friday;31;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 03:00:00 +0100;Friday;22;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 04:00:00 +0100;Friday;29;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 05:00:00 +0100;Friday;49;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 06:00:00 +0100;Friday;89;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 07:00:00 +0100;Friday;430;0;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 08:00:00 +0100;Friday;513;1;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 09:00:00 +0100;Friday;637;3;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-08 10:00:00 +0100;Friday;926;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-08 11:00:00 +0100;Friday;1143;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-08 12:00:00 +0100;Friday;1327;9;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 13:00:00 +0100;Friday;1353;10;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 14:00:00 +0100;Friday;1455;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 15:00:00 +0100;Friday;1734;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 16:00:00 +0100;Friday;1852;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 17:00:00 +0100;Friday;1773;10;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 18:00:00 +0100;Friday;1457;8;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-08 19:00:00 +0100;Friday;1213;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 20:00:00 +0100;Friday;784;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 21:00:00 +0100;Friday;580;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 22:00:00 +0100;Friday;579;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-08 23:00:00 +0100;Friday;404;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 00:00:00 +0100;Saturday;310;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 01:00:00 +0100;Saturday;235;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 02:00:00 +0100;Saturday;138;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 03:00:00 +0100;Saturday;83;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 04:00:00 +0100;Saturday;60;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 05:00:00 +0100;Saturday;64;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 06:00:00 +0100;Saturday;41;-2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-09 07:00:00 +0100;Saturday;106;0;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 08:00:00 +0100;Saturday;306;1;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-09 09:00:00 +0100;Saturday;772;4;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-09 10:00:00 +0100;Saturday;1336;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-09 11:00:00 +0100;Saturday;2145;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-09 12:00:00 +0100;Saturday;2444;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-09 13:00:00 +0100;Saturday;2702;12;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 14:00:00 +0100;Saturday;2949;13;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 15:00:00 +0100;Saturday;2807;15;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 16:00:00 +0100;Saturday;2690;15;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 17:00:00 +0100;Saturday;2068;14;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 18:00:00 +0100;Saturday;1429;12;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-09 19:00:00 +0100;Saturday;1143;11;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 20:00:00 +0100;Saturday;888;9;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 21:00:00 +0100;Saturday;747;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 22:00:00 +0100;Saturday;710;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-09 23:00:00 +0100;Saturday;585;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-10 00:00:00 +0100;Sunday;548;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-10 01:00:00 +0100;Sunday;343;8;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 02:00:00 +0100;Sunday;225;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 03:00:00 +0100;Sunday;191;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 04:00:00 +0100;Sunday;97;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 05:00:00 +0100;Sunday;50;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 06:00:00 +0100;Sunday;29;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 07:00:00 +0100;Sunday;32;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-10 08:00:00 +0100;Sunday;84;6;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-10 09:00:00 +0100;Sunday;224;7;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-10 10:00:00 +0100;Sunday;251;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 11:00:00 +0100;Sunday;449;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 12:00:00 +0100;Sunday;587;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 13:00:00 +0100;Sunday;665;12;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 14:00:00 +0100;Sunday;850;12;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 15:00:00 +0100;Sunday;983;12;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 16:00:00 +0100;Sunday;1065;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 17:00:00 +0100;Sunday;732;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-10 18:00:00 +0100;Sunday;753;10;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-10 19:00:00 +0100;Sunday;569;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-10 20:00:00 +0100;Sunday;414;10;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-10 21:00:00 +0100;Sunday;292;9;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-10 22:00:00 +0100;Sunday;230;8;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-10 23:00:00 +0100;Sunday;80;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-11 00:00:00 +0100;Monday;49;8;rain;
Hauptstraße (Süd), Erlangen;2024-03-11 01:00:00 +0100;Monday;11;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-11 02:00:00 +0100;Monday;9;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-11 03:00:00 +0100;Monday;6;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-11 04:00:00 +0100;Monday;7;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-11 05:00:00 +0100;Monday;71;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-11 06:00:00 +0100;Monday;137;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-11 07:00:00 +0100;Monday;461;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 08:00:00 +0100;Monday;508;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 09:00:00 +0100;Monday;612;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 10:00:00 +0100;Monday;868;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 11:00:00 +0100;Monday;1072;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 12:00:00 +0100;Monday;1164;12;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 13:00:00 +0100;Monday;1180;12;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 14:00:00 +0100;Monday;1096;14;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 15:00:00 +0100;Monday;1177;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 16:00:00 +0100;Monday;1335;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-11 17:00:00 +0100;Monday;1390;13;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-11 18:00:00 +0100;Monday;1082;12;clear-day;
Hauptstraße (Süd), Erlangen;2024-03-11 19:00:00 +0100;Monday;735;10;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-11 20:00:00 +0100;Monday;449;9;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-11 21:00:00 +0100;Monday;301;8;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-11 22:00:00 +0100;Monday;246;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-11 23:00:00 +0100;Monday;99;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-12 00:00:00 +0100;Tuesday;57;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-12 01:00:00 +0100;Tuesday;25;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-12 02:00:00 +0100;Tuesday;5;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-12 03:00:00 +0100;Tuesday;7;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-12 04:00:00 +0100;Tuesday;10;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-12 05:00:00 +0100;Tuesday;48;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-03-12 06:00:00 +0100;Tuesday;128;-1;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-12 07:00:00 +0100;Tuesday;439;1;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-12 08:00:00 +0100;Tuesday;568;2;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-12 09:00:00 +0100;Tuesday;616;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-12 10:00:00 +0100;Tuesday;701;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-12 11:00:00 +0100;Tuesday;802;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-12 12:00:00 +0100;Tuesday;1057;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-12 13:00:00 +0100;Tuesday;917;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-12 14:00:00 +0100;Tuesday;859;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-12 15:00:00 +0100;Tuesday;1046;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-12 16:00:00 +0100;Tuesday;1021;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-12 17:00:00 +0100;Tuesday;1070;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-12 18:00:00 +0100;Tuesday;855;9;rain;
Hauptstraße (Süd), Erlangen;2024-03-12 19:00:00 +0100;Tuesday;717;8;rain;
Hauptstraße (Süd), Erlangen;2024-03-12 20:00:00 +0100;Tuesday;400;7;rain;
Hauptstraße (Süd), Erlangen;2024-03-12 21:00:00 +0100;Tuesday;337;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-12 22:00:00 +0100;Tuesday;278;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-12 23:00:00 +0100;Tuesday;136;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 00:00:00 +0100;Wednesday;93;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 01:00:00 +0100;Wednesday;28;6;rain;
Hauptstraße (Süd), Erlangen;2024-03-13 02:00:00 +0100;Wednesday;18;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-13 03:00:00 +0100;Wednesday;20;6;rain;
Hauptstraße (Süd), Erlangen;2024-03-13 04:00:00 +0100;Wednesday;36;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 05:00:00 +0100;Wednesday;41;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 06:00:00 +0100;Wednesday;132;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-03-13 07:00:00 +0100;Wednesday;424;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 08:00:00 +0100;Wednesday;544;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 09:00:00 +0100;Wednesday;686;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 10:00:00 +0100;Wednesday;721;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 11:00:00 +0100;Wednesday;911;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 12:00:00 +0100;Wednesday;1095;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 13:00:00 +0100;Wednesday;1034;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 14:00:00 +0100;Wednesday;1019;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-03-13 15:00:00 +0100;Wednesday;1104;11;cloudy;
Hauptstraße (Süd), Erlangen;2024-03-13 16:00:00 +0100;Wednesday;1142;11;partly-cloudy-day;
